Hotel,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel,Score
S13,R43,"Reviewed: April 1, 2018",  \nThe location is excellent in the heart of Somerset mall. Nice and super clean apartment  and very friendly staff\nStayed in March 2018,10,Kalmazroui,,
S13,R64,"Reviewed: April 10, 2015","  \nCan't use the swimming pool in the morning, they closed the area due to cleaning the building windows during my stay.\n  \nExcellent location, friendly staff, clean comfortable room with washing machine.",9.6,Anonymous,,
S13,R1,"Reviewed: April 13, 2019","  \nNothing\n  \nThe staff was extremely friendly, professional, and accommodating. Ms. Victoria and her staff always made Us feel apart of the family.  Mrs. Johanna took care of our rooms with joy and patience.\nStayed in April 2019",10,Jacqueline,,
S13,R57,"Reviewed: April 19, 2016",  \nIf I was to pick something out maybe the cooked eggs in the morning were not the same as home!!\n  \nIt was a very comfortable apartment with extremely friendly staff.,9.6,Declan,,
S13,R30,"Reviewed: April 22, 2019",  \nAC of the bedroom facing the bed directly \n  \nPerfect location regarding to the size of the room and the location of the hotel \nStayed in April 2019,10,Dr,,
S13,R29,"Reviewed: April 22, 2019","  \nSofa too old, not enough ustensiles and plates.\n  \ntv stations complet cnn, cnbc, bbc, films, cartoons for kid. Very quiet, no noise.\nStayed in April 2019",8.3,Jean,,
S13,R42,"Reviewed: April 26, 2018",  \nItems made to order like Waffles\nStayed in April 2018,9.5,Shashi,,
S13,R15,"Reviewed: April 6, 2018","  \nNothing it was all excellent\n  \neverything about the Pan Pacific was excellent.  Each member of staff was friendly, helpful and attentive to our every need.  The facilities were excellent and easy to navigate.  The breakfast (included) was delicious and catered to a wide variety of tastes.  We esp liked the gym facilities and enjoyed (and used a lot) the facilities on level 11 including the beautiful views at night.\nStayed in April 2018",10,Eddy Foo,,
S13,R31,"Reviewed: April 8, 2019",  \nEverything was perfect\nStayed in April 2019,10,Amani,,
S13,R14,"Reviewed: April 9, 2018",  \nThe card sensor in the lift not sensitive enough. Swimming pool a bit small.\n  \nExcellent breakfast. So far the best provided amongst other serviced apartments I ever stayed so far!\nStayed in April 2018,9.6,Stephen,,
S13,R9,"Reviewed: August 12, 2018","  \nthere was some ants in the suite but they solve it after some days ,  not much variety in the breakfast\n  \nlove the location and the space of the suite \nthe staff was friendly and helpfull\nStayed in July 2018",7.5,Anonymous,,
S13,R40,"Reviewed: August 19, 2018","  \nThe size of the apartment, the view and location was excellent. Great breakfast, comfy bed.\nStayed in August 2018",9.2,Tammy,,
S13,R54,"Reviewed: August 2, 2017",  \nNOT REALLY . KEEP IT UP\n  \nLOCATION IS AWESOME !\nStayed in July 2017,10,Rahul,,
S13,R39,"Reviewed: August 22, 2018",  \nNone\n  \nEverything about the property was marveoulas.\nI should have stayed longer than 9 days.\nStayed in August 2018,10,Fawaz,,
S13,R53,"Reviewed: August 24, 2017","  \nThe bed could have been softer, it was a very very firm mattress.\n  \nLocation.\nStayed in August 2017",9.6,Anonymous,,
S13,R52,"Reviewed: August 28, 2017","  \nGreat service, clean, wonderful location\nStayed in August 2017",9.6,Pooja,,
S13,R8,"Reviewed: August 28, 2018","  \nThe hostel is very nice, maybe one thing that got my attention was the room furniture is a bit much and only one bathroom not like other in the same catogery that have two bathrooms\n  \nEverything,  the location,  convenience friendleness of staff nice sitting area almost on all floors \nStayed in August 2018",10,Thecaptin,,
S13,R51,"Reviewed: August 30, 2017","  \nThe host are so friendly, place is clean and near to everywhere.. i love it\nStayed in August 2017",9.6,Margaretha,,
S13,R20,"Reviewed: December 14, 2017","  \nCould do with a bit more light in the bathroom. It also would help if the bathroom sink was separated from the bedroom. We put our 1 year old to bed and we could not use the sink in the bathroom because we were afraid to wake him up with the noise as there was no separation with the bedroom. But that’s a very small detail compared to all the good stuff.\n  \nGreat location, great amenities, spacious rooms, very friendly and helpful staff\nStayed in December 2017",9.6,mpeereboom,,
S13,R19,"Reviewed: December 15, 2017","  \nDryer wasn’t working but was replaced promptly. The one bedder opens into the bathroom sink and hairdryer (no door) so can disturb someone who is sleeping in bedroom.\n  \nExcellent location with easy access to the MRT and shops. For the early risers, buffet breakfast (which was very good) is available well before the shops open at 10am.\nStayed in December 2017",8.3,Anonymous,,
S13,R34,"Reviewed: December 2, 2018",  \nBreakfast could be improve \nOne of the worst breakfast i’ve had at a pan pacific property\n  \nLocation and facilities are ????\nStayed in December 2018,9.2,Anonymous,,
S13,R47,"Reviewed: December 26, 2017",  \nBreakfast could be better\n  \nLocation and staff\nStayed in December 2017,8.8,Hicham,,
S13,R5,"Reviewed: February 11, 2019",  \nIt was the 2 issues we were facing in the apartment. Also no b/fast for the 2 days too.\n  \nBecause of the CNY we don’t hv our daily b/fast for the 1st 2 days after our arrival n also we had to miss the sun no b/fast plus no daily housekeeping for the 1st 2days. The bathroom is very badly design as not enough hanging towels to hang our wet towels. The toilet was very smelly and could be the sewage problem or generally not well cleaned. The air conditioning in the room was not good as we can’t possibly turn up n down the temperature. It maybe the thermostat problem which u are not able to adjust it properly. I think u must look at those 2 issues .\nStayed in February 2019,5.4,Sai,,
S13,R4,"Reviewed: February 12, 2019","  \nBreakfast was not enough, i.e the bacon always ran out when I got there. wedges and chicken nuggets are a bit strange for breakfast.\n  \nThe ladies at concierge were amazingly accomodating. The staff at the breakfast were super nice and helpful. Overall great experience, perfect location and beautiful apartment.\nStayed in February 2019",10,Anita,,
S13,R3,"Reviewed: February 13, 2019","  \nCooking curry and onion smell from my next door neighbour.\n  \nGood service at the reception, breakfast place. Housekeeping staff very friendly n efficient. Great pool and gym. Good sized suites with lots of storage! Comfortable big bed.\nStayed in February 2019",10,Anonymous,,
S13,R44,"Reviewed: February 16, 2018","  \nwith all the necessary equipment,\n very good breakfast, excellent location, apartment\nStayed in February 2018",10,Shlomo,,
S13,R32,"Reviewed: February 17, 2019","  \njust next door on 313 & all shopping area. nice facilities & comfort bed linens/pillow, quiet & spacious room\nStayed in January 2019",9.6,Jerry9516,,
S13,R17,"Reviewed: February 19, 2018",  \nThe restaurant should provide more options for Muslims.\n  \nIt was perfect! Everything I need is there - washing machine (user-friendly) & gym. I ate SALMON BAGEL almost everyday! It was so yummy.\nStayed in February 2018,10,ReneeRahman,,
S13,R45,"Reviewed: February 7, 2018",  \nlittle bit unpolished furniture\n  \nstaff\nStayed in February 2018,8.3,Umair,,
S13,R18,"Reviewed: January 1, 2018","  \nOld building tarnsformed into modern hotel but still has that old hotel feel to it, \nhousekeeping not do their job properly, many area still lack cleanliness.\nBreakfast room is small, very little selection of food. Sometimes food tray empty very long time, staffs didnt refill it as fast.\n  \nLocation. At the center of shopping paradise.\nStayed in December 2017",6.3,Endiarto,,
S13,R75,"Reviewed: January 17, 2015",  \nPriced too high. Beds are very hard. Poor layout of the bathroom.\n  \nGreat location. Shopping and food just downstairs.,8.3,Donald,,
S13,R46,"Reviewed: January 18, 2018",  \nNo view from room.\n  \nNot very much choice on breakfast but very delicious. Everything is well managed. Staff was friendly and helpful.\nStayed in January 2018,9.6,Anonymous,,
S13,R33,"Reviewed: January 19, 2019","  \nLocation, room comfort and great staff.  The breakfast team were wonderful.\nStayed in January 2019",10,Anonymous,,
S13,R74,"Reviewed: January 20, 2015","  \nThe best place to stay with family ,the location the staff,every thing was perfect.",10,Rajeev,,
S13,R73,"Reviewed: January 25, 2015",  \n1) the worse house keeping\n) bad breakfast\n  \n1). Excellent location\n2). Receiptionest,7.5,Mohammad,,
S13,R76,"Reviewed: January 3, 2015","  \nNothing at all\n  \nStaff, Location, Spacious Suite, Cleanliness, Complimentary Services.",10,Sonia,,
S13,R67,"Reviewed: January 5, 2016",  \nVegan Breakfast not available except cereals and bread.\n  \nExcellent location and very homely feel next to shopping malls and taxi stand.,10,Mr,,
S13,R65,"Reviewed: January 6, 2015","  \nThe bathroom has no blinds, etc., so you are completely exposed in the bathroom; what if you have guests, or if you don't want to wake everyone else up when you have to go to the bathroom at night.\nThe breakfast is mediocre.  The coffee was truly awful.\nSome aspects of the housekeeping functionality did not work.  For e.g., for extra towels, there is an automated system which never seemed to actually work (no one actually brought extra towels when I pressed the button.  This happened at least twice, so it was not just a one-off).  I had to call the front desk.\n  \nExcellent location, like the serviced apartment aspect (washer/dryer, kitchenette, etc.). Front desk is very helpful and professional.",7.5,George,,
S13,R25,"Reviewed: July 21, 2017","  \nGiven that the hotel would be having a lot of guests staying for medical reasons given close proximity to Mount Elizabeth Hospital, Paragon Medical and also the nature of the property(serviced suites), they should explore the possibility of allowing guests who cannot make it to the restaurant for medical reasons to be able to have room service. Currently they only allow fruits and pastries to be taken to the room which is extremely limited.\n  \nBreakfast was great. Service excellent. Room very spacious, comfortable and family friendly. We were there for medical reasons so it helped our stay. A wheelchair was also available on request. Linked to somerset MTR station and 313 Somerset... so plenty of restaurants, takeout places nearby plus 7/11 and Guardian for emergencies. Kids pool also available.\nStayed in July 2017",9.6,Sudarshini,,
S13,R61,"Reviewed: July 24, 2015","  \nNo sofa bed in the lounge for my son even though my booking for was 3 people. \nBy the end of the week he had a very sore back. The bed in main bedroom was very hard and a little too uncomfortable.\n  \nThe size and quality of the gym, spa area and common lounge room were a fantastic surprise and above our expectations. Nice to have water bottles in the fridge every day, complimentary tea and coffee in the dining room and lounge room along with daily room cleaning & fresh towels. \nThe location was perfect.",9.2,Linda,,
S13,R10,"Reviewed: July 26, 2018","  \nLove the location, very central to all the shopping malls around as well as the different food courts as well as some nice restaurants.  The facilities within were also excellent.  Housekeeping was good.  Front office staff can afford to smile more and does not cost the company nor them to smile and greet guests walking past rather than being glued to the computer screen.\nStayed in July 2018",9.6,Karen,,
S13,R26,"Reviewed: July 8, 2017","  \nThe charge for extra bed is ridiculous high! A sofa bed could be used instead of just a normal sofa for one bedroom suite.\n  \nComfortable bed and good breakfast, friendly waitress.\nStayed in July 2017",7.9,Niek,,
S13,R55,"Reviewed: June 12, 2017",  \nIt's bit expensive.\n  \nExcellent service. Very good location.\nStayed in May 2017,9.6,Mohammad,,
S13,R62,"Reviewed: June 2, 2015","  \nHot, humid weather most of the time means a need for air-conditioning all of the time.  High prices for food and alcohol was very off-putting for many outlets.\n  \nFriendly staff with all facilities at a good location - ideal for all buses and train services, with more than ample shopping and food outlets within easy walking distance, plus so many world standard features to explore in Singapore.",7.9,Harry,,
S13,R11,"Reviewed: June 24, 2018","  \nNot as many options for breakfast as I thought would be. Sound on TV kept turning off for no reason.\n  \nLove the location, Orchard road and public transport so easy. Housekeeping so lovely and accommodating. Nothing was too much.\nStayed in June 2018",9.6,Bianca,,
S13,R71,"Reviewed: June 7, 2015",  \nLocation \nFasilities,7.9,Antoinette,,
S13,R72,"Reviewed: March 22, 2015",  \nThere is no room service\n  \nPrivacy and surrounding,8.3,Dian,,
S13,R66,"Reviewed: March 29, 2016","  \nThe spa pool could use more working jets.\n  \nVery convenient, firm beds, spacious bathrooms.",9.6,Peter,,
S13,R2,"Reviewed: March 30, 2019","  \nRoom was very dusty.\nOur first night and secound bright were so noisy! We couldn’t slee, there was loud music and construction noise. \nView of room wasn’t good.\nWe were not compensated for the bad sleep on our two first nights, the least they could have done was give us a later checkout (without asking for so much money in return)\nThe apartment is very worn out and dirty and very dusty! The carpet had stains left and right and so did the couch. \nThe “lounge” isn’t great either the toilets were dirty and other than water tea or coffe nothing was offered considering the extra pay!\n  \nLocation is prime! \nGrocery store across the street \nWashing machine in apartment.\nStayed in March 2019",5.4,Dima,,
S13,R16,"Reviewed: March 7, 2018","  \nEverything. The bed, the TV (all sorts of movies and TV shows you could watch), the shower, everything provided in the kitchenette, the washing machine etc. Everything.\nStayed in February 2018",10,Faye,,
S13,R63,"Reviewed: May 10, 2015","  \nVery good location near Orchard Rd for shopping. Quick access to the metro station. Very large room-apartment with all you need for a long stay ( washer-dryer, microwave-stove, refrigerator, sofa, 2 widescreen TV, ETC...). Excellent breakfast, swimming pool to relax after a long day of visits, ... For the same money, it is impossible to get a ""regular"" hotel room of that quality.",10,André,,
S13,R28,"Reviewed: May 16, 2017","  \nThe breakfast variety and standard has dropped compared to the last time I was there, about 1 year ago. \nDid not enjoy breakfast. Croissants soggy and stale. Less variety. Taste of all food poor.\n  \nPillows very comfy - what brand are they? \nLiked that I could entertain guests in the dining area, bringing our own food and drinking the nice coffee and tea available there.\nStayed in May 2017",9.2,Anonymous,,
S13,R56,"Reviewed: May 22, 2016","  \nOn our last day, despite the sign on our door saying do not disturb, housekeeping rand the door bell as they were under the impression that we had checked out.  We actually had a late check out that day.  Even our room keys stopped working and had to be reset.\nThe dish drainer in the suite is in a cupboard above the sink - very strange place to put a dish drainer.\nThe washer/dryer is a single machine.  You cannot just dry the clothes - there is no setting for that.  You have to wash and dry.  The clothes came out damp even after 90 minutes of drying.\n  \nExcellent amenities and good air conditioning.\nFree water and WiFi.  Has in room safe.  Very close to Somerset MRT.  Room clean and bed very comfortable\nBreakfast good.",9.6,Robert,,
S13,R12,"Reviewed: May 26, 2018","  \nNo bidet sprayer in the toilet \n  \nSpacious rooms, location, orthopedic mattress, high quality work chair(Herman Miller), good value, good breakfast, nice bathroom \nStayed in April 2018",10,Abu,,
S13,R41,"Reviewed: May 3, 2018",  \nGuest lounge and massage\nGreat location. Easy linked access to 313 somerset \nStayed in April 2018,9.2,Aye,,
S13,R13,"Reviewed: May 4, 2018","  \nBreakfast options were not always available and got too busy at times. This is minor though but would still recommend the apartments.\n  \nMRT, good food options and shopping right at your door stop. Especially close to Somerset MRT making it easy to get to everywhere you need to go. Awesome Bose sound system in bedroom and lounge. Nice welcome snacks on arrival. Housekeeping was great. Gym downstairs was fantastic used it everyday.\nStayed in April 2018",8.8,JLip4,,
S13,R69,"Reviewed: November 2, 2015",  \nthe living area or lounge at level 11 closed 11pm\n  \nLocation fantastic & the size of the room is good,9.2,Emma,,
S13,R21,"Reviewed: November 21, 2017","  \nBed was a little hard but soft top was provided on request.\n  \nConveniently situated with easy access to MRT, shops and restaurants\nBreakfast had a good selection.\nStayed in November 2017",10,Anonymous,,
S13,R68,"Reviewed: November 22, 2015","  \nNot nice view out of window, noise comming in from AC fans around\n  \nnice audio/video system, comfortable for longer stay",7.5,Anonymous,,
S13,R58,"Reviewed: November 26, 2015","  \nAccess for strollers was out of order. \nBreakfast menu too limited.\n  \nPorter service excellent, quick check in and super quick check out. \nNice library and facilities",9.2,Ravi,,
S13,R49,"Reviewed: November 3, 2017","  \npool facilities are not that great.\n  \ngreat location, close to malls and metro\nStayed in October 2017",7.5,Marian,,
S13,R48,"Reviewed: November 5, 2017",  \nEntertainment system in the suite\n  \nThe lounge and the mini gardens.\nStayed in November 2017,8.3,Banglaman,,
S13,R22,"Reviewed: October 22, 2017","  \nRoom is very dark, no bathtub, could not  figure out how to switch on washing machine\n  \nGym, breakfast, pool, location, view from the room, wifi strong, good selection of TV channels\nStayed in October 2017",8.3,Anonymous,,
S13,R35,"Reviewed: October 23, 2018",  \nLobby to small\n  \nGood location and breakfast\nStayed in October 2018,9.6,Budi,,
S13,R6,"Reviewed: October 27, 2018",  \nNothing\n  \nEvery thing. Simply this is the best place to stay in Singapore. The location is in the heart of orchard street. Near the biggest shopping centers and restaurants. The place is very clean staff are very friendly and nice. \nStayed in October 2018,9.2,Anonymous,,
S13,R23,"Reviewed: October 5, 2017","  \nNo Tea/Coffee Station in Room\nThe worst part of the stay was: The housekeeping gentleman who was way too aggressive to demand for tips. If he had hinted to me just once or twice, I mostly would have given him a tip. He asked me about 5-6 times, as if I did not get the hint. This was the MOST irritating part of the stay. Did not expect him to do so, especially after paying a handsome rate for the stay. When I stay at other hotels in Singapore, there is Housekeeping as well however they would never ask for a tip or be 'almost rude' in the manner in which this gentleman asked. I am sure he must be annoying a lot of your other guests as well, don't know his name but perhaps records would reveal.\n  \nLocation, Reception Staff, Comfort of Bed\nStayed in September 2017",7.5,Kris Patel,,
S13,R36,"Reviewed: October 6, 2018",  \nLocation and facility\nStayed in October 2018,9.2,Anonymous,,
S13,R59,"Reviewed: October 8, 2015","  \nperhaps the shower could be more spacious\n  \nWe loved the service, the staff, the location, the rooms. I would recommend this place to anyone and everyone!",9.6,Ian,,
S13,R38,"Reviewed: September 10, 2018",  \nVery centrally located and specious suite. Yes Bathroom was a bit small but over all it was good.\nStayed in September 2018,7.9,Javed,,
S13,R24,"Reviewed: September 12, 2017","  \nA breakfast alternative on public holidays would be helpful.\n  \nThe staff were incredibly helpful, friendly and courteous. The location was amazing. Great value for money considering the generous amount of space in room and location (right by Orchard Rd). Very comfortable apartments.\nStayed in September 2017",10,Shehan,,
S13,R60,"Reviewed: September 17, 2015",  \nThe location and the nice apartment we had. Also we enjoyed the extra lounge facility. The staffs were helpful and courteous. We would return again if we are back to s'pore for a holiday.,9.6,Sai,,
S13,R50,"Reviewed: September 23, 2017",  \nhandshower at toilet\nStayed in August 2017,9.6,Anonymous,,
S13,R37,"Reviewed: September 23, 2018",  \nTwo Bedroom Configuration not the Best But still very good. \n  \nLocation\nAmenities\nStaff\nStayed in September 2018,8.3,Kris Patel,,
S13,R7,"Reviewed: September 26, 2018","  \nnone\n  \nWe had great time here. Wonderful location in downtown, next to train station about 2 mins walk. Spacious room so my daughter can run around, convenient for family use with a big bath tab and open kitchen, staff are all friendly and helpful. Price is competitive compare with expensive hotels in SG.\nStayed in September 2018",10,Sandra,,
S13,R70,"Reviewed: September 27, 2015",  \nAlmost nothing\n  \nBest place,9.6,Hamad,,
S14,R77,"Reviewed: April 11, 2016","  \nStrategic location, friendly staffs, spacious apartment",8.3,Mohd,,
S14,R17,"Reviewed: April 11, 2018","  \nThe apartments were outdated and nothing like the images on booking.com. The view was amazing though. Dust build up under beds was phenomenal and my son suffers severe hay fever, no power points in bathroom, no plates etc, the kettle lead didn’t reach power point so that was useless. On the upside the pool was nice as were the views and the staff were amazing !\n  \nStaff were very friendly and amazing\nStayed in April 2018",6.7,Anonymous,,
S14,R32,"Reviewed: April 14, 2019",  \nLocation\nStayed in March 2019,9.6,Yue,,
S14,R19,"Reviewed: April 2, 2018","  \nNothing to dislike!\n  \nLocation excellent. Staff most helpful and gave very warm welcome. Pool beautifully clean. We were lucky enough to be allocated a refurbished room on 8th floor which was comfortable nicely fitted out and clean. Air-con works very well and apartment nice and cool on arrival. Beds comfortable, nice linen and towels which were changed every two days. For the money we paid we were delighted.\nStayed in April 2018",8.8,Carol,,
S14,R31,"Reviewed: April 23, 2019",  \nIt hasn't dishwasher and washing machine wasn't clean and it was in balcony and fridge wasn't good it is smelly.\nStayed in April 2019,5.8,Leila,,
S14,R1,"Reviewed: April 6, 2019","  \nThe doors seemed quite old. At night when everyone’s sleeping, it is impossible to open the doors without making the sound wake them up. The doors should be fixed. The tea/coffee supplements should be provided daily. \n  \nConvenient location, quite easy to find public transport. Shopping malls at orchard are very close-by. Nice city view from the balcony and rooms. Extremely good facilities for families planning for a long stay. \nStayed in April 2019",8.3,Anonymous,,
S14,R18,"Reviewed: April 9, 2018","  \nI feel the beds were a bit hard, and not as comfortable as what I am used to. The facilities are well kept and though the apartment we stayed in was renovated it's still not to the highest standards you can find in Singapore - this is not a negative point, just a comment that the residents are well established and not a modern facility which you may expect in Singapore.\n  \nThe hospitality of the staff was very good and welcoming. The apartments are very well located to Orchard Road and local facilities. The kitchen was well equipped, and the access to satellite TV was very helpful.\nStayed in April 2018",8.3,Chris,,
S14,R81,"Reviewed: August 11, 2015","  \nThe bathrooms are fairly dated. \nLack of kitchen paper towels.\n  \nThe space, esp with a free upgrade to the penthouse ! Thank you!!",8.3,Chuan,,
S14,R71,"Reviewed: August 12, 2015",  \nYour pictures on the internet were not a true reflection of the actual rooms. Back door entrance a little off putting on arrival.Patrons using pool need to respect others and the water they leave on floors and in lifts.\n  \nWe loved the proximity to the shopping and transport.The accommodation was spacious.,7.1,Mark,,
S14,R70,"Reviewed: August 14, 2015","  \nThe apartments were comfortable and spacious but out-dated (primarily the bathrooms).\n  \nWhen the apartments we reserved were not available, the staff upgraded both apartments! It was great to have the extra space as we were a large family travelling with kids. We had very few problems during our stay and the staff was quick to respond whenever we had any questions or concerns. The staff was very friendly. The location was also excellent as it is very central and located near public transit.",9.6,Anonymous,,
S14,R60,"Reviewed: August 14, 2017","  \nThe building is old, open, and no lobby.\nThe unit is very old, not clean roach was fiund and some insects on the bed.\n  \nNothing\nStayed in August 2017",2.5,Khalid,,
S14,R80,"Reviewed: August 17, 2015",  \nStaff is obliging and friendly- location location location.  Concierge service excellent and management attentive.,9.6,Dahlia,,
S14,R9,"Reviewed: August 17, 2018",  \nNoisy toilet. Dryer did not work. Dingy carpets.\nFairly expensive for an old unrenovated room.\nInfrequent housekeeping. Not enough towels.\n  \nExcellent location. Large and spacious three bedroom unit. Built on top of a mall with convenient access to shops and food. Helpful security personnel.\nStayed in August 2018,7.1,Nabeel,,
S14,R59,"Reviewed: August 23, 2017",  \nDirty appartment\nStayed in August 2017,5.8,Steven,,
S14,R58,"Reviewed: August 24, 2017",  \nAnts inside the apartment\nHousekeeping is poor\nFurniture s are old\n  \nSwimming pool was very nice.\nAppliances are good\nBalcony\nStayed in August 2017,5.8,khayataa,,
S14,R82,"Reviewed: August 9, 2015",  \nSmall bedrooms\n  \nStaff,7.5,Chetan,,
S14,R46,"Reviewed: December 10, 2018",  \nThe place is kind of old.\n  \nStaff and location\nStayed in November 2018,9.6,Juliati,,
S14,R6,"Reviewed: December 11, 2018","  \ninterior dated and worn.\ndifficult to find reception for check in.\ntennis court - no rackets and balls avail\nfull size billard table , cues , but no balls .\nask to leave the  pool when it starts to rain.\n  \nvalue for money. location.\nfull kitchen.\nwashing machine\nbalcony with city views\ngreat pool\nStayed in December 2018",7.9,Bernard,,
S14,R55,"Reviewed: December 5, 2017",  \nNoise from loading dock at night.\n  \nClean and well maintained. Goid facilities. Great location. \nStayed in December 2017,10,Devika,,
S14,R8,"Reviewed: December 5, 2018","  \nmy room high level, in the master room the Tv are not function probably,the cleaner are not polite and also she not clean the kitchen,living room,the bathroom probably.not friendly.\nStayed in December 2018",7.5,Masrusiah,,
S14,R7,"Reviewed: December 6, 2018","  \nNothing negative.\n  \nEverything perfect. Great location 2 min to Orchard shopping centre and few minutes to metro. Great smiling, greeting staff. Especially the manager Mrs Suzzana. Thank you very much for everything.\nStayed in December 2018",10,Muhammad,,
S14,R24,"Reviewed: February 10, 2018",  \nThey don’t provide cleaning every day unless u pay extra as a hotel u should clean every day if not please put it in the description so people know before booking n there was no room service either\n  \nThe location\nStayed in February 2018,6.3,Jan,,
S14,R39,"Reviewed: February 12, 2019",  \nLocation\nStuff\nStayed in February 2019,7.9,Dorjmaa,,
S14,R38,"Reviewed: February 13, 2019",  \nGood location \nClean \nFriendly staff \nStayed in February 2019,8.3,June,,
S14,R37,"Reviewed: February 13, 2019","  \nMattresses a bit hard\n  \nStaff were fantastic. Close to everything (food, MRT, buses, shopping). Good size apartment.\nStayed in February 2019",8.8,Anonymous,,
S14,R23,"Reviewed: February 20, 2018","  \nI reserved a luxury, but arranged an advanced one for me, so the child had to stay with the parents on 1st  day. Fortunately the next day we moved to the right apartment. However, no one tells us why this happened until we left.\n  \nLocation is good.\nConvenient to take subways!\nSupermarket, shopping...\nStayed in February 2018",7.5,Jie,,
S14,R53,"Reviewed: February 23, 2018",  \nThe entire property is very old. Needs renovation.\n  \nStaff were very helpful. Location is good. Handy phone is very useful.\nStayed in February 2018,8.3,Phoebe,,
S14,R36,"Reviewed: February 23, 2019","  \nNothing.\n  \nClean, regular linen change mon, wed& fri. Very comfortable beds.\nStayed in February 2019",9.2,Gillian,,
S14,R25,"Reviewed: February 8, 2018","  \nThe facilities in the kitchen were basic.\nBeds were a bit hard.\nNot room in small bedroom to open wardrobe drawers.\nNeeds pictures on the walls.\n  \nThe situation was brilliant, close to MRT and supermarket and shops etc. Views from apartment were good.\nThe staff were very helpful. Security staff were very helpful with luggage and taxis etc.\nThe cleaners were good and kept the apartment very clean.\nBedding was good.\nGood having 2 bathrooms\nStayed in February 2018",7.9,Anonymous,,
S14,R44,"Reviewed: January 10, 2019",  \nFrom what i had seen from the pics I felt a bit deceived..definitely not what i was expecting\nStayed in January 2019,4.6,Sir Tapiwa,,
S14,R43,"Reviewed: January 15, 2019",  \nshower ans shampoo is not restored\nStayed in January 2019,8.3,Kony,,
S14,R76,"Reviewed: January 18, 2015","  \nThere was nothing at all to complain about - everything was excellent!\n  \nMy family & I (3adults, 2children) spent 7 days and loved the huge, airy & spacious 3 bedroom retro apartment that had everything you could ask for (incl fast free WiFi!). But what made our week's stay most memorable was the staff: Harry & Vijay were always available, helpful & smiling - very professional & a real asset. We'll definitely be back!",9.6,Belindabin,,
S14,R26,"Reviewed: January 2, 2018","  \nRooms smelled musty, facilities very old, renovation was a bit of a patch job and did not live up to the impression in photos. \n  \nLocation, lots to eat downstairs, had laundry washer/dryer in apartment\nStayed in December 2017",4.6,Anonymous,,
S14,R42,"Reviewed: January 26, 2019",  \nClose to orchard\nStayed in January 2019,8.8,Anonymous,,
S14,R4,"Reviewed: January 27, 2019","  \nThe above I don’t like at all room service never attend and ask any thing I complained water is leaking guy said keep main value closed  lift elivater not very good very scary\n  \nWe do not like at all so dirty place not value for what we paid linen changed after 2!-3 days kitchen so dirty and smell \nTv remote, bidet shower ,tv not workin properly carpets are so dirty  only like is close to shopping and eat\nStayed in January 2019",2.5,W,,
S14,R78,"Reviewed: January 3, 2016","  \nApartments are a little tired, but the staff kept everything spotlessly clean.\n  \nThe location was fantastic.",8.8,Johan,,
S14,R41,"Reviewed: January 30, 2019",  \ntouch ups here and there\n  \nlocation location\nStayed in January 2019,10,Kevin,,
S14,R40,"Reviewed: January 31, 2019",  \n\n\n  \nperfect location for shopping\nStayed in January 2019,8.3,F?an?n,,
S14,R5,"Reviewed: January 6, 2019","  \nFacilities need an urgent refurbishment. The windows, bathroom, furniture and others were terribly old and in an extremely aged condition. Pictures on Booking.com do not relfect the actual condition of the apartment and facilities. The management must really consider to renew the entire building and apartments.\n  \nGood location, supermarket and restaurants very close, very convenient for breakfast and dinner. Good for families. Swimming pool was ok. Staff was friendly.\nStayed in January 2019",5.4,Dave,,
S14,R54,"Reviewed: January 7, 2018",  \nNot enough couch seats for whole family. \n  \nThe location was perfect \nStayed in January 2018,10,Kylie,,
S14,R45,"Reviewed: January 7, 2019",  \nA little bit renovation of the toilet would be nice\n  \nThe location is amazing\nStayed in December 2018,7.1,Anonymous,,
S14,R14,"Reviewed: July 1, 2018","  \nThe property is very old and slightly run down, mound in the shower, paint peeling through out and on the balcony. Furniture and Decor our dated.\n  \nLocation and staff are fantastic.\nStayed in June 2018",5.8,Marcus,,
S14,R12,"Reviewed: July 12, 2018","  \nThe bathroom had mould on the ceiling and our apartment had a lot of tiny ants, a pest control person did come in ( on our last day )\n  \nLocation and pool were great, beds and pillows extremely comfortable and staff were very helpful.\nStayed in July 2018",8.3,Jacqueline,,
S14,R50,"Reviewed: July 15, 2018","  \nApartment wasn’t cleaned daily.  Did not replenish tea, coffee.\n  \nWe liked the location and the apartment was spacious.\nStayed in July 2018",6.3,Melanie,,
S14,R62,"Reviewed: July 18, 2017",  \nVery basic cooking facilities eg very few cooking utensils\n  \nHeaps of room.\nStayed in July 2017,7.9,Naomi,,
S14,R29,"Reviewed: July 20, 2017",  \nThe cooking facilities a bit old. They use gas tank which is old style. We found some ants in kitchen area\n  \nThe staff very helpful. They provide required utensils upon request.\nStayed in July 2017,8.8,Belinda,,
S14,R61,"Reviewed: July 20, 2017",  \nThe hotel team were very freindly and helpful and made us fell we are at home so definitely will go back again\nStayed in July 2017,10,Antoun,,
S14,R11,"Reviewed: July 22, 2018","  \nThe building is really old. The interior is quite old too.\n  \nThe staff here are really helpful. The location is very good, arounded by so many good shopping malls. It’s quite convenient to buy necessary items for living.\nStayed in July 2018",7.5,Cici,,
